Country,Age,Gender,Perception regarding personal growth,Attitute toward personal growth,Consumer of personal growth program (Last 3 Years),Barrier to purchase,Personal Growth content invested,Audience Name,Financial Freedom Interest,Natural Products Interest,Spiritual Interest,Motivation Interest,Coaching 1:1 Interest,Top Interest (Cloud Word),Masterclass Awareness,Calm Awareness,Udemy Awareness,Mindvalley Awareness,Program Purchase Drivers
US,55+,Female,Content that teaches,It is for Everyone,No,Pricing,,Go Getters,Agree,Agree,Agree,Disagree,Agree,",,,,,,,,,Learn new skills,,,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,46-54,Female,Content that teaches,It is for Everyone,Yes,,Mindfullness,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Disagree,",Read books,,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,Go on an excursion,,Cook/bake,Play video games,,Spend time with the kids,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,"No idea, never thought about it",It is for Everyone,No,Awareness,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,",Read books,,,,,,,Go for a walk,Learn new skills,Meditate practice mindfulness,,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,46-54,Female,Content that teaches,Money is a barrier,Yes,,Mindfullness,Spirituality Skeekers,Agree,Disagree,Agree,Agree,Agree,",Read books,,,,,,,,,Meditate practice mindfulness,,,,,,,Spend time with the kids,,",Familiar,Familiar,Familiar,Familiar,Credibility
US,26-35,Female,Content that transforms,Time is a barrier,No,Awareness,,Gen Z,Disagree,Agree,Disagree,Agree,Disagree,",,,Do arts crafts,,,,,,,,,,,,,,,Go to a restaurant,",Very Familiar,Not Familiar,Very Familiar,Very Familiar,Affordability
US,46-54,Female,Content that teaches,It is for Everyone,No,Pricing,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,,Watch movies,Browse social media,,,,Meditate practice mindfulness,Listen to music,,Go on a nightout,,,,,,Other",Very Familiar,Very Familiar,Familiar,Familiar,Content Relevance
US,46-54,Male,Content that entertains,Time is a barrier,No,Awareness,,Go Getters,Agree,Agree,Agree,Agree,Disagree,"Watch TV,,,,Socialise meet friends,Watch movies,Browse social media,,Go for a walk,Learn new skills,,Listen to music,,,Cook/bake,Play video games,Spend time with my partner,Spend time with the kids,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that transforms,Time is a barrier,No,Pricing,,Great Resignation,Disagree,Agree,Agree,Agree,Agree,"Watch TV,Read books,Play sports,Do arts crafts,Socialise meet friends,Watch movies,,Exercise,Go for a walk,,,Listen to music,,,Cook/bake,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,Content that transforms,Time is a barrier,No,Pricing,,Holistic,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,,Go for a walk,Learn new skills,,Listen to music,,,Cook/bake,,,,Go to a restaurant,",Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that transforms,It is for Everyone,Yes,,Other,Bliss,Disagree,Agree,Disagree,Disagree,Agree,",Read books,,,Socialise meet friends,,,Exercise,Go for a walk,,,Listen to music,Go on an excursion,Go on a nightout,,,,,Go to a restaurant,",Familiar,Familiar,Not Familiar,Familiar,Content Relevance
US,26-35,Female,Content that entertains,It is for Everyone,No,Awareness,,Go Getters,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,,Watch movies,,,,,,Listen to music,,,,,,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,"No idea, never thought about it",It is for Everyone,No,Awareness,,Spirituality Skeekers,No opinion,Agree,Agree,No opinion,No opinion,"Watch TV,,,,,,Browse social media,,,,,,,,,Play video games,,Spend time with the kids,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Male,Content that entertains,Money is a barrier,No,Awareness,,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,,,,,,,,,,,,Go on a nightout,,,Spend time with my partner,,,",Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that transforms,It is for Everyone,Yes,,Fitness,Holistic,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,,,Socialise meet friends,,,Exercise,Go for a walk,,,,,,Cook/bake,,,Spend time with the kids,Go to a restaurant,",Familiar,Familiar,Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that teaches,Money is a barrier,Yes,,Mindfullness,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,Do arts crafts,,Watch movies,Browse social media,Exercise,,Learn new skills,,Listen to music,,,Cook/bake,Play video games,,Spend time with the kids,Go to a restaurant,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Time Convience
US,55+,Female,"No idea, never thought about it",Time is a barrier,No,Lack of time,,Go Getters,Disagree,No opinion,Agree,Disagree,Disagree,"Watch TV,,,,,,Browse social media,Exercise,Go for a walk,,,,,,Cook/bake,,Spend time with my partner,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,26-35,Male,Content that transforms,It is for Everyone,No,Pricing,,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,,Play sports,,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,,Listen to music,,Go on a nightout,Cook/bake,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Male,Content that transforms,Money is a barrier,Yes,,Entrepreneurship/Leadership,Holistic,Agree,Agree,Agree,Disagree,Disagree,",,,,Socialise meet friends,Watch movies,,,,,,Listen to music,,,,,,,Go to a restaurant,",Very Familiar,Very Familiar,Very Familiar,Not Familiar,Affordability
US,55+,Male,Content that transforms,It is for Everyone,No,Awareness,,Holistic,Disagree,Agree,Agree,Agree,Agree,",Read books,,,,Watch movies,,Exercise,Go for a walk,,,Listen to music,Go on an excursion,,,,,,Go to a restaurant,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Male,"No idea, never thought about it",Money is a barrier,No,Lack of time,,Great Resignation,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,,,,,Exercise,,,,,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Male,Content that teaches,Money is a barrier,Yes,,Crisis healing,Great Resignation,Disagree,Agree,Agree,Agree,Agree,"Watch TV,,Play sports,,,Watch movies,Browse social media,,,,,,,,,Play video games,Spend time with my partner,,,",Very Familiar,Familiar,Very Familiar,Very Familiar,Credibility
US,36-45,Male,Content that transforms,It is for Everyone,Yes,,Selfawareness,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,",,Play sports,,Socialise meet friends,Watch movies,,,,Learn new skills,,Listen to music,,,,Play video games,,,Go to a restaurant,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Content Relevance
US,36-45,Male,Content that entertains,It is for Everyone,Yes,,Entrepreneurship/Leadership,Holistic,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,Play sports,,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,,Listen to music,,,,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Very Familiar,Not Familiar,Very Familiar,Not Familiar,Content Relevance
US,26-35,Female,Content that transforms,It is for Everyone,Yes,,Selfawareness,Gen Z,Agree,Agree,Disagree,Disagree,Agree,",Read books,,,,,Browse social media,,,Learn new skills,,,,,,Play video games,,,,",Very Familiar,Very Familiar,Very Familiar,Familiar,Content Relevance
US,36-45,Male,Content that teaches,Money is a barrier,Yes,,Entrepreneurship/Leadership,Go Getters,Agree,Agree,Agree,Agree,Disagree,"Watch TV,Read books,,,,Watch movies,Browse social media,,,Learn new skills,,,,,,Play video games,,,,",Very Familiar,Very Familiar,Very Familiar,Familiar,Content Relevance
US,36-45,Male,Content that entertains,Money is a barrier,Yes,,Entrepreneurship/Leadership,Holistic,Agree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,,,Watch movies,Browse social media,Exercise,,Learn new skills,Meditate practice mindfulness,Listen to music,,,,Play video games,Spend time with my partner,Spend time with the kids,,",Very Familiar,Very Familiar,Not Familiar,Very Familiar,Credibility
US,26-35,Male,Content that transforms,It is for Everyone,Yes,,Crisis healing,Kensho,Agree,Disagree,Agree,Agree,Disagree,",,,,,,,,,,,Listen to music,,,,,,,,",Very Familiar,Very Familiar,Very Familiar,Familiar,Affordability
US,46-54,Male,Content that transforms,It is for Everyone,Yes,,Entrepreneurship/Leadership,Holistic,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,,,,,Browse social media,Exercise,Go for a walk,,Meditate practice mindfulness,,,,,,Spend time with my partner,,,",Familiar,Familiar,Familiar,Familiar,Affordability
US,26-35,Male,Content that teaches,It is for Everyone,No,Awareness,,Holistic,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,Play sports,,Socialise meet friends,Watch movies,,Exercise,,Learn new skills,Meditate practice mindfulness,Listen to music,,Go on a nightout,Cook/bake,,,Spend time with the kids,Go to a restaurant,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Content Relevance
US,26-35,Female,Content that entertains,Time is a barrier,Yes,,Selfawareness,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,",,,,Socialise meet friends,,Browse social media,,,,Meditate practice mindfulness,Listen to music,,,,,,,,",Very Familiar,Familiar,Very Familiar,Very Familiar,Credibility
US,36-45,Male,Content that teaches,Time is a barrier,No,Awareness,,Go Getters,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,,,,Watch movies,Browse social media,,,Learn new skills,,Listen to music,,,,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Content Relevance
US,46-54,Male,Content that transforms,Time is a barrier,No,Awareness,,Go Getters,Agree,No opinion,No opinion,Disagree,Disagree,"Watch TV,,,,,Watch movies,Browse social media,Exercise,Go for a walk,,,,,,Cook/bake,,,,Go to a restaurant,",Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Female,Content that teaches,It is for Everyone,No,Pricing,,Holistic,Agree,Agree,Agree,Disagree,Agree,",,,,Socialise meet friends,Watch movies,Browse social media,Exercise,,Learn new skills,Meditate practice mindfulness,Listen to music,,,,,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Not Familiar,Not Familiar,Very Familiar,Not Familiar,Content Relevance
US,36-45,Male,Content that teaches,Money is a barrier,Yes,,Crisis healing,Holistic,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,Play sports,,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,,,,,,,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Very Familiar,Very Familiar,Familiar,Very Familiar,Content Relevance
US,36-45,Male,Content that entertains,It is for Everyone,No,Awareness,,Go Getters,Disagree,Agree,Agree,Disagree,Agree,",,,,,,,,Go for a walk,,,,,,,,Spend time with my partner,Spend time with the kids,,",Not Familiar,Familiar,Familiar,Familiar,Content Relevance
US,36-45,Male,Content that transforms,Money is a barrier,No,Pricing,,Go Getters,No opinion,No opinion,No opinion,No opinion,No opinion,"Watch TV,Read books,Play sports,Do arts crafts,Socialise meet friends,Watch movies,,Exercise,Go for a walk,Learn new skills,,Listen to music,,Go on a nightout,,,,Spend time with the kids,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Male,Content that entertains,It is for Everyone,No,Awareness,,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,Play sports,,,Watch movies,Browse social media,Exercise,,,Meditate practice mindfulness,Listen to music,,,,Play video games,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Male,Content that transforms,It is for Everyone,Yes,,Entrepreneurship/Leadership,Holistic,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,Play sports,Do arts crafts,,Watch movies,Browse social media,Exercise,,Learn new skills,Meditate practice mindfulness,,Go on an excursion,,,,Spend time with my partner,Spend time with the kids,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Content Relevance
US,26-35,Female,Content that teaches,Time is a barrier,No,Awareness,,Spirituality Skeekers,Agree,Disagree,Disagree,Agree,Agree,",,,,,,,,Go for a walk,,,,,,,,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Affordability
US,55+,Male,"No idea, never thought about it",Time is a barrier,No,Pricing,,Spirituality Skeekers,Agree,Agree,Agree,Agree,No opinion,"Watch TV,,,,,Watch movies,,,Go for a walk,,,,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Female,Content that entertains,Time is a barrier,Yes,,Entrepreneurship/Leadership,Great Resignation,Disagree,Disagree,Agree,Disagree,Disagree,"Watch TV,,,,,Watch movies,,,,Learn new skills,,Listen to music,,,,,,,,",Familiar,Familiar,Very Familiar,Familiar,Time Convience
US,46-54,Male,Content that teaches,It is for Everyone,No,Pricing,,Connection Seeker,Agree,Agree,No opinion,Disagree,Agree,"Watch TV,,,,Socialise meet friends,,,Exercise,Go for a walk,,,Listen to music,,,Cook/bake,,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Familiar,Familiar,Familiar,Not Familiar,Content Relevance
US,36-45,Male,Content that teaches,Time is a barrier,Yes,,Mindfullness,Great Resignation,Agree,Disagree,Agree,Agree,Agree,",,,Do arts crafts,,,,,Go for a walk,,,,Go on an excursion,,,Play video games,,,,",Very Familiar,Familiar,Very Familiar,Very Familiar,Time Convience
US,46-54,Male,Content that teaches,Money is a barrier,Yes,,Entrepreneurship/Leadership,Great Resignation,Agree,Agree,Agree,Agree,Agree,",,Play sports,,,,,,,,,,,,,Play video games,,,,Other",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,26-35,Male,Content that transforms,It is for Everyone,No,Awareness,,Holistic,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,Play sports,,Socialise meet friends,,,,Go for a walk,,,Listen to music,,,,,,Spend time with the kids,,",Familiar,Very Familiar,Not Familiar,Familiar,Content Relevance
US,26-35,Female,Content that entertains,It is for Everyone,No,Not Interested,,Spirituality Skeekers,Agree,Disagree,Agree,No opinion,Agree,",,,,Socialise meet friends,,,Exercise,,,,,,,,,Spend time with my partner,,,",Not Familiar,Very Familiar,Very Familiar,Familiar,Time Convience
US,26-35,Male,Content that transforms,It is for Everyone,Yes,,Entrepreneurship/Leadership,Go Getters,Agree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,,,Watch movies,Browse social media,,,,Meditate practice mindfulness,Listen to music,,Go on a nightout,Cook/bake,,,,,",Very Familiar,Familiar,Very Familiar,Familiar,Time Convience
US,36-45,Male,Content that entertains,Credibility is a barrier,Yes,,Fitness,Holistic,Agree,Agree,Agree,Agree,Agree,",,,,,,Browse social media,,,,Meditate practice mindfulness,Listen to music,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Female,Content that transforms,It is for Everyone,Yes,,Crisis healing,Holistic,Agree,Agree,Disagree,Agree,Agree,"Watch TV,Read books,,,,,Browse social media,Exercise,,,,,,Go on a nightout,,Play video games,,Spend time with the kids,Go to a restaurant,",Very Familiar,Very Familiar,Very Familiar,Familiar,Time Convience
US,26-35,Male,Content that transforms,It is for Everyone,Yes,,Crisis healing,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,,Socialise meet friends,Watch movies,Browse social media,,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,,,,Play video games,Spend time with my partner,,Go to a restaurant,",Very Familiar,Very Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Male,Content that transforms,Money is a barrier,No,Awareness,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,",Read books,,,,,,,Go for a walk,,Meditate practice mindfulness,,,,,,,,,",Familiar,Familiar,Familiar,Familiar,Time Convience
US,36-45,Male,Content that entertains,Credibility is a barrier,Yes,,Selfawareness,Go Getters,Agree,Disagree,Agree,Agree,Agree,",,,Do arts crafts,,,,Exercise,Go for a walk,,,,,,Cook/bake,,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,26-35,Male,Content that teaches,It is for Everyone,Yes,,Fitness,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,",,,,,,,,,,,,,,,Play video games,,Spend time with the kids,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,18-25,Male,"No idea, never thought about it",Credibility is a barrier,Yes,,Entrepreneurship/Leadership,Holistic,Disagree,Agree,Agree,Agree,Agree,",,,,,,,,,Learn new skills,,,,,,,,,,",Very Familiar,Very Familiar,Familiar,Familiar,Time Convience
US,36-45,Prefer not to say,"No idea, never thought about it",It is for Everyone,No,Pricing,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,,Play sports,Do arts crafts,,Watch movies,Browse social media,Exercise,,,Meditate practice mindfulness,,Go on an excursion,Go on a nightout,,,Spend time with my partner,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Male,Content that entertains,Money is a barrier,No,Awareness,,Holistic,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,,,Socialise meet friends,Watch movies,,Exercise,,,,Listen to music,,,,,,,,",Not Familiar,Not Familiar,Familiar,Not Familiar,Affordability
US,26-35,Male,"No idea, never thought about it",Credibility is a barrier,No,Lack of time,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,",,,,,,,,,,,,,Go on a nightout,,,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Content Relevance
US,26-35,Female,Content that transforms,Time is a barrier,No,Not Interested,,Spirituality Skeekers,No opinion,Disagree,Disagree,Disagree,Disagree,",Read books,,,,Watch movies,Browse social media,,,,,Listen to music,,,Cook/bake,Play video games,,,,",Familiar,Not Familiar,Familiar,Familiar,Time Convience
US,46-54,Male,Content that teaches,Money is a barrier,No,Pricing,,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,,,Watch movies,,Exercise,Go for a walk,,Meditate practice mindfulness,Listen to music,,,,Play video games,,,,",Not Familiar,Very Familiar,Not Familiar,Familiar,Affordability
US,55+,Male,Content that entertains,Money is a barrier,No,Pricing,,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,,,,,Watch movies,,,,,,,,,,,Spend time with my partner,,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,26-35,Female,Content that entertains,Money is a barrier,Yes,,Crisis healing,Connection Seeker,Agree,Agree,Agree,Agree,Agree,",,,,,,,,,,,,,,,,Spend time with my partner,,,",Not Familiar,Very Familiar,Very Familiar,Not Familiar,Credibility
US,55+,Male,Content that teaches,It is for Everyone,Yes,,Entrepreneurship/Leadership,Go Getters,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,,,Socialise meet friends,Watch movies,,Exercise,,Learn new skills,,Listen to music,,,Cook/bake,,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Familiar,Familiar,Very Familiar,Not Familiar,Content Relevance
US,36-45,Male,Content that teaches,Time is a barrier,Yes,,Selfawareness,Holistic,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,Play sports,,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,,Go on a nightout,,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Affordability
US,26-35,Male,Content that teaches,Money is a barrier,Yes,,Entrepreneurship/Leadership,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,,Play sports,,,Watch movies,Browse social media,,,Learn new skills,,Listen to music,,Go on a nightout,,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Very Familiar,Familiar,Very Familiar,Very Familiar,Credibility
US,26-35,Male,Content that teaches,It is for Everyone,Yes,,Mindfullness,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,",,,,Socialise meet friends,Watch movies,Browse social media,,,Learn new skills,,,,,,Play video games,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,26-35,Female,Content that teaches,Credibility is a barrier,No,Lack of time,,Connection Seeker,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,Do arts crafts,,,Browse social media,Exercise,Go for a walk,,,Listen to music,,,Cook/bake,,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,55+,Male,Content that transforms,Money is a barrier,No,Awareness,,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,,,Do arts crafts,,Watch movies,,,,Learn new skills,,,,,Cook/bake,Play video games,Spend time with my partner,Spend time with the kids,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Male,Content that entertains,Time is a barrier,Yes,,Selfawareness,Go Getters,Agree,Disagree,Agree,Agree,Disagree,"Watch TV,,,,,,,,Go for a walk,,,,,,,,,,Go to a restaurant,",Not Familiar,Familiar,Very Familiar,Very Familiar,Affordability
US,55+,Male,Content that teaches,Money is a barrier,No,Pricing,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,Do arts crafts,,Watch movies,Browse social media,,Go for a walk,,,,,,Cook/bake,,,,Go to a restaurant,",Not Familiar,Familiar,Not Familiar,Not Familiar,Credibility
US,26-35,Female,Content that entertains,It is for Everyone,No,Pricing,,Great Resignation,Disagree,Disagree,Disagree,Disagree,Disagree,"Watch TV,,,,Socialise meet friends,,,Exercise,Go for a walk,,,Listen to music,,,Cook/bake,,,,,",Not Familiar,Familiar,Familiar,Familiar,Content Relevance
US,26-35,Male,Content that teaches,Credibility is a barrier,Yes,,Entrepreneurship/Leadership,Go Getters,Agree,Agree,Agree,Agree,Agree,",,,,,,,,,,,Listen to music,,,Cook/bake,,,Spend time with the kids,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,36-45,Male,Content that teaches,Time is a barrier,No,Not Interested,,Holistic,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,,Socialise meet friends,Watch movies,Browse social media,,,,Meditate practice mindfulness,Listen to music,,,,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Content Relevance
US,26-35,Female,Content that entertains,Money is a barrier,No,Awareness,,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,,,Watch movies,,,,,,,,,Cook/bake,,,,,",Familiar,Familiar,Familiar,Very Familiar,Time Convience
US,36-45,Prefer not to say,Content that teaches,Time is a barrier,No,Lack of time,,Go Getters,Agree,No opinion,No opinion,No opinion,Disagree,",Read books,,,,,,,,,,,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Time Convience
US,46-54,Male,Content that teaches,Time is a barrier,No,Awareness,,Bliss,Agree,Agree,No opinion,Agree,Agree,"Watch TV,,,,Socialise meet friends,Watch movies,,,,,,,,,Cook/bake,Play video games,,,,",Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Male,Content that entertains,Time is a barrier,No,Awareness,,Go Getters,Disagree,Agree,Agree,Agree,Disagree,"Watch TV,,,,,Watch movies,Browse social media,,,,,Listen to music,,,,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Not Familiar,Very Familiar,Not Familiar,Very Familiar,Credibility
US,26-35,Male,Content that transforms,It is for Everyone,Yes,,Selfawareness,Holistic,Disagree,Agree,Agree,Disagree,Disagree,"Watch TV,Read books,,,,Watch movies,,,,,Meditate practice mindfulness,Listen to music,,,,,,,,",Not Familiar,Very Familiar,Not Familiar,Very Familiar,Affordability
US,26-35,Female,Content that teaches,It is for Everyone,No,Pricing,,Connection Seeker,Disagree,No opinion,Agree,Agree,Agree,",Read books,,,,,,Exercise,,,,Listen to music,,,,,,,,",Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,26-35,Male,Content that transforms,Money is a barrier,No,Pricing,,Holistic,Disagree,Agree,Agree,Agree,Disagree,"Watch TV,,,Do arts crafts,,,Browse social media,,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,,,Cook/bake,,,,,",Familiar,Familiar,Familiar,Familiar,Content Relevance
US,26-35,Female,Content that entertains,It is for Everyone,Yes,,Entrepreneurship/Leadership,Holistic,Disagree,Agree,Disagree,Disagree,Agree,",Read books,,,,,Browse social media,Exercise,Go for a walk,Learn new skills,,Listen to music,,Go on a nightout,Cook/bake,,Spend time with my partner,,,",Very Familiar,Familiar,Very Familiar,Very Familiar,Time Convience
US,55+,Male,"No idea, never thought about it",Time is a barrier,No,Pricing,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,,Go for a walk,,,Listen to music,,,Cook/bake,Play video games,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,46-54,Male,Content that teaches,Credibility is a barrier,No,Not Interested,,Great Resignation,Disagree,Agree,Agree,Agree,Agree,",,,,,Watch movies,,Exercise,,,,Listen to music,Go on an excursion,Go on a nightout,,,,,,",Familiar,Very Familiar,Very Familiar,Not Familiar,Credibility
US,26-35,Male,Content that teaches,Time is a barrier,Yes,,Mindfullness,Holistic,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,Play sports,,,Watch movies,,Exercise,,,,Listen to music,,,,Play video games,,,Go to a restaurant,",Very Familiar,Very Familiar,Familiar,Familiar,Time Convience
US,55+,Male,Content that transforms,Time is a barrier,No,Awareness,,Holistic,Disagree,Disagree,Disagree,No opinion,No opinion,",,,,,,,,,,,,,,,,Spend time with my partner,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Female,"No idea, never thought about it",Money is a barrier,No,Pricing,,Go Getters,Disagree,No opinion,Agree,Agree,No opinion,",,,,,Watch movies,Browse social media,,Go for a walk,,,Listen to music,,,,,Spend time with my partner,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Time Convience
US,26-35,Male,Content that teaches,Money is a barrier,Yes,,Entrepreneurship/Leadership,Holistic,Agree,Agree,Disagree,Agree,Agree,"Watch TV,,,,,,,,,,,Listen to music,,,Cook/bake,Play video games,Spend time with my partner,,,",Familiar,Familiar,Familiar,Not Familiar,Time Convience
US,26-35,Male,Content that entertains,Time is a barrier,Yes,,Selfawareness,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,",,,,Socialise meet friends,,,Exercise,,Learn new skills,Meditate practice mindfulness,,,,,Play video games,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Time Convience
US,55+,Male,Content that transforms,It is for Everyone,No,Pricing,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Disagree,",,,,,,Browse social media,,Go for a walk,,,Listen to music,,,,,,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,26-35,Male,Content that transforms,Time is a barrier,Yes,,Entrepreneurship/Leadership,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,Do arts crafts,,Watch movies,Browse social media,Exercise,Go for a walk,,,Listen to music,,,Cook/bake,Play video games,,Spend time with the kids,Go to a restaurant,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Affordability
