Country,Age,Gender,Perception regarding personal growth,Attitute toward personal growth,Consumer of personal growth program (Last 3 Years),Barrier to purchase,Personal Growth content invested,Audience Name,Financial Freedom Interest,Natural Products Interest,Spiritual Interest,Motivation Interest,Coaching 1:1 Interest,Top Interest (Cloud Word),Masterclass Awareness,Calm Awareness,Udemy Awareness,Mindvalley Awareness,Program Purchase Drivers
US,55+,Female,Content that teaches,It is for Everyone,No,Pricing,,Kensho,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,Socialise meet friends,Watch movies,Browse social media,,,Learn new skills,,,,,,,,Spend time with the kids,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,Content that entertains,It is for Everyone,No,Awareness,,Connection Seeker,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,,,Watch movies,Browse social media,Exercise,Go for a walk,,,Listen to music,,,,Play video games,,Spend time with the kids,,",Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that teaches,Money is a barrier,No,Pricing,,Bliss,Agree,Agree,No opinion,Disagree,Agree,",Read books,,Do arts crafts,,,,,,Learn new skills,,Listen to music,,,Cook/bake,,,,,",Familiar,Familiar,Familiar,Not Familiar,Affordability
US,55+,Male,Content that entertains,Time is a barrier,No,Awareness,,Holistic,Agree,No opinion,Agree,Disagree,Agree,"Watch TV,Read books,Play sports,,Socialise meet friends,,,Exercise,Go for a walk,,,,,,,,Spend time with my partner,,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Male,Content that teaches,Money is a barrier,No,Pricing,,Bliss,Disagree,Agree,No opinion,Agree,Agree,",,,,Socialise meet friends,Watch movies,,,Go for a walk,,,Listen to music,Go on an excursion,Go on a nightout,,,,,Go to a restaurant,Other",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Male,Content that teaches,It is for Everyone,No,Pricing,,Connection Seeker,Agree,Disagree,Agree,Disagree,Disagree,",Read books,Play sports,,,,,Exercise,Go for a walk,,,Listen to music,,,,,,,,",Familiar,Not Familiar,Familiar,Familiar,Content Relevance
US,55+,Male,Content that teaches,It is for Everyone,Yes,,Entrepreneurship/Leadership,Great Resignation,Agree,Agree,Agree,Disagree,Agree,",Read books,,,,,,Exercise,Go for a walk,,Meditate practice mindfulness,Listen to music,,,,,,,,",Very Familiar,Familiar,Familiar,Very Familiar,Content Relevance
US,55+,Female,Content that transforms,It is for Everyone,No,Pricing,,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,",,,,,,Browse social media,,,,,,,,,,Spend time with my partner,,Go to a restaurant,Other",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,Content that teaches,Time is a barrier,No,Awareness,,Great Resignation,Disagree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,,,Watch movies,,,,,,,,,,,Spend time with my partner,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Time Convience
US,55+,Female,Content that teaches,It is for Everyone,No,Awareness,,Holistic,Disagree,No opinion,Agree,Disagree,Disagree,",Read books,,Do arts crafts,Socialise meet friends,,,Exercise,Go for a walk,,,,,,Cook/bake,,Spend time with my partner,,Go to a restaurant,",Not Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that teaches,It is for Everyone,No,Pricing,,Holistic,Disagree,Agree,Agree,Disagree,Agree,",Read books,,,,,,,,,,,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,Content that transforms,Time is a barrier,No,Lack of time,,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,",Read books,,Do arts crafts,,,,Exercise,Go for a walk,,,,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that transforms,Money is a barrier,Yes,,Mindfullness,Spirituality Skeekers,No opinion,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,,,Watch movies,Browse social media,Exercise,Go for a walk,,Meditate practice mindfulness,Listen to music,,,,Play video games,,,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Female,Content that transforms,Money is a barrier,Yes,,Entrepreneurship/Leadership,Holistic,Disagree,Disagree,Agree,Agree,Agree,"Watch TV,Read books,,,Socialise meet friends,,,,,,,Listen to music,,,,,,Spend time with the kids,,",Very Familiar,Not Familiar,Very Familiar,Not Familiar,Time Convience
US,55+,Female,Content that transforms,It is for Everyone,Yes,,Finding community,Connection Seeker,Agree,Agree,Disagree,Agree,Agree,",Read books,,Do arts crafts,,,,,Go for a walk,,,,,,,,,,,",Very Familiar,Familiar,Very Familiar,Very Familiar,Content Relevance
US,55+,Female,Content that teaches,Time is a barrier,Yes,,Mindfullness,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,Do arts crafts,,Watch movies,,Exercise,Go for a walk,Learn new skills,,Listen to music,,,Cook/bake,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Male,Content that teaches,Credibility is a barrier,No,Awareness,,Holistic,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,,,Socialise meet friends,Watch movies,,,Go for a walk,,,Listen to music,,,Cook/bake,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that entertains,It is for Everyone,No,Awareness,,Go Getters,Agree,Agree,Agree,Disagree,Disagree,"Watch TV,,,,,Watch movies,,Exercise,,,,,,Go on a nightout,,,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that teaches,Time is a barrier,Yes,,Entrepreneurship/Leadership,Spirituality Skeekers,Agree,No opinion,Agree,Disagree,Agree,",,,,,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,,Listen to music,,,Cook/bake,,Spend time with my partner,Spend time with the kids,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Male,Content that transforms,It is for Everyone,No,Awareness,,Spirituality Skeekers,Agree,Agree,Disagree,Disagree,Agree,"Watch TV,,Play sports,,,,Browse social media,Exercise,Go for a walk,,,,,,Cook/bake,Play video games,,Spend time with the kids,,",Familiar,Not Familiar,Very Familiar,Not Familiar,Credibility
US,36-45,Female,Content that teaches,Time is a barrier,No,Awareness,,Holistic,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,,Do arts crafts,,,,,Go for a walk,,,Listen to music,,,Cook/bake,,,,,",Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,46-54,Male,Content that entertains,Money is a barrier,No,Pricing,,Holistic,Agree,Disagree,Disagree,Disagree,Agree,"Watch TV,,,,,,,Exercise,Go for a walk,,,,,,,,,,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,Content that teaches,It is for Everyone,No,Awareness,,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,,,Watch movies,,,,,,,,,,,,,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Time Convience
US,55+,Male,Content that entertains,Time is a barrier,No,Awareness,,Spirituality Skeekers,Agree,Disagree,Agree,Agree,Disagree,"Watch TV,,,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,,Go for a walk,,,Listen to music,,,Cook/bake,,,,,",Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,Content that transforms,It is for Everyone,No,Pricing,,Holistic,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,,Socialise meet friends,Watch movies,Browse social media,,,Learn new skills,,Listen to music,Go on an excursion,,Cook/bake,,Spend time with my partner,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,Content that teaches,It is for Everyone,Yes,,Selfawareness,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Agree,",Read books,,,,,Browse social media,,Go for a walk,,Meditate practice mindfulness,,,,,,,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that entertains,It is for Everyone,Yes,,Fitness,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,Do arts crafts,,Watch movies,Browse social media,,Go for a walk,Learn new skills,,Listen to music,,,Cook/bake,,Spend time with my partner,,Go to a restaurant,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Male,Content that teaches,It is for Everyone,Yes,,Entrepreneurship/Leadership,Go Getters,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,,,,,Browse social media,,Go for a walk,Learn new skills,,Listen to music,,,,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Not Familiar,Not Familiar,Very Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that teaches,It is for Everyone,No,Pricing,,Spirituality Skeekers,Disagree,Disagree,Agree,Agree,Agree,"Watch TV,Read books,,Do arts crafts,,Watch movies,,,,,,,,,,Play video games,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,Content that transforms,Money is a barrier,No,Pricing,,Go Getters,Agree,Agree,Agree,Disagree,Agree,",Read books,,,,,Browse social media,,Go for a walk,,,Listen to music,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that entertains,Money is a barrier,No,Lack of time,,Holistic,Agree,Agree,Disagree,Disagree,Agree,"Watch TV,Read books,,Do arts crafts,Socialise meet friends,Watch movies,,,Go for a walk,,,Listen to music,,,Cook/bake,,,,,",Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Male,Content that entertains,Money is a barrier,No,Pricing,,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Agree,",,,,,Watch movies,,Exercise,Go for a walk,,,Listen to music,,,,,,,,",Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Male,Content that entertains,It is for Everyone,No,Pricing,,Spirituality Skeekers,Disagree,No opinion,Agree,Agree,Agree,"Watch TV,Read books,,,,Watch movies,,Exercise,Go for a walk,Learn new skills,,Listen to music,,,,,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Not Familiar,Not Familiar,Familiar,Not Familiar,Content Relevance
US,46-54,Female,Content that teaches,It is for Everyone,Yes,,Selfawareness,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,",,,,,,,,,,,,Go on an excursion,,,,,,,",Familiar,Very Familiar,Not Familiar,Very Familiar,Content Relevance
US,55+,Female,"No idea, never thought about it",It is for Everyone,No,Awareness,,Great Resignation,Agree,Disagree,Agree,Agree,Agree,"Watch TV,,,,,Watch movies,Browse social media,,,,,,,,,Play video games,,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,Content that teaches,Time is a barrier,No,Awareness,,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,,,Watch movies,Browse social media,,,,,,,,,,,Spend time with the kids,,",Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that entertains,It is for Everyone,Yes,,Selfawareness,Spirituality Skeekers,Disagree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,Do arts crafts,Socialise meet friends,,Browse social media,Exercise,Go for a walk,,Meditate practice mindfulness,Listen to music,,,Cook/bake,,,,Go to a restaurant,",Familiar,Familiar,Very Familiar,Very Familiar,Affordability
US,55+,Female,Content that teaches,It is for Everyone,No,Pricing,,Great Resignation,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,Do arts crafts,,,,,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,,,,Play video games,,Spend time with the kids,,",Not Familiar,Very Familiar,Not Familiar,Familiar,Affordability
US,55+,Male,Content that teaches,It is for Everyone,No,Awareness,,Gen Z,Agree,Agree,Agree,Disagree,Disagree,"Watch TV,Read books,,,,Watch movies,Browse social media,Exercise,,,,,,,,,,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Time Convience
US,55+,Male,Content that teaches,It is for Everyone,No,Lack of time,,Holistic,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,Do arts crafts,Socialise meet friends,,Browse social media,,Go for a walk,Learn new skills,,Listen to music,Go on an excursion,,Cook/bake,Play video games,,,Go to a restaurant,",Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Male,Content that transforms,It is for Everyone,No,Awareness,,Holistic,Disagree,Disagree,Agree,Disagree,Disagree,"Watch TV,,,,,Watch movies,Browse social media,,,Learn new skills,,Listen to music,,,,Play video games,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Time Convience
US,18-25,Prefer not to say,Content that entertains,It is for Everyone,Yes,,Selfawareness,Great Resignation,Agree,Disagree,Agree,Agree,Agree,"Watch TV,,,,Socialise meet friends,Watch movies,Browse social media,,Go for a walk,,,Listen to music,,,,Play video games,,,Go to a restaurant,",Familiar,Very Familiar,Familiar,Familiar,Affordability
US,36-45,Male,Content that teaches,Time is a barrier,No,Awareness,,Bliss,Agree,No opinion,Agree,Disagree,Disagree,"Watch TV,,,,Socialise meet friends,,,,,,,Listen to music,Go on an excursion,,Cook/bake,,Spend time with my partner,Spend time with the kids,,",Very Familiar,Very Familiar,Familiar,Familiar,Content Relevance
US,36-45,Male,Content that transforms,Time is a barrier,No,Pricing,,Go Getters,No opinion,No opinion,Agree,Disagree,No opinion,",,,,,,,Exercise,Go for a walk,,,,,,,,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,26-35,Female,Content that entertains,It is for Everyone,No,Pricing,,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,,,Browse social media,,,,,Listen to music,,,Cook/bake,,Spend time with my partner,,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,55+,Female,Content that teaches,Time is a barrier,No,Lack of time,,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,,Socialise meet friends,Watch movies,Browse social media,,Go for a walk,,,Listen to music,,,Cook/bake,,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Not Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Female,Content that teaches,It is for Everyone,Yes,,Selfawareness,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,Do arts crafts,,Watch movies,Browse social media,,,,Meditate practice mindfulness,,,,,,,,Go to a restaurant,",Familiar,Very Familiar,Familiar,Familiar,Content Relevance
US,55+,Female,Content that teaches,It is for Everyone,No,Pricing,,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Disagree,",,,Do arts crafts,Socialise meet friends,Watch movies,,,,Learn new skills,,,,,,,,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Time Convience
US,18-25,Male,Content that transforms,Time is a barrier,No,Awareness,,Holistic,Agree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,Play sports,,Socialise meet friends,Watch movies,Browse social media,Exercise,,,,Listen to music,,,,,,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Credibility
US,36-45,Female,Content that transforms,Money is a barrier,Yes,,Selfawareness,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,Do arts crafts,,Watch movies,,,,,,Listen to music,,,Cook/bake,,,Spend time with the kids,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,26-35,Female,Content that transforms,Money is a barrier,No,Pricing,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,",,,,,,Browse social media,Exercise,Go for a walk,,,,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,18-25,Female,"No idea, never thought about it",Money is a barrier,No,Pricing,,Holistic,Agree,No opinion,No opinion,Agree,Agree,"Watch TV,,,,,Watch movies,Browse social media,,,,,Listen to music,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,18-25,Male,Content that transforms,Time is a barrier,Yes,,Mindfullness,Spirituality Skeekers,No opinion,No opinion,No opinion,No opinion,No opinion,"Watch TV,Read books,,Do arts crafts,Socialise meet friends,,,,Go for a walk,,Meditate practice mindfulness,,,,,,Spend time with my partner,,Go to a restaurant,",Not Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,36-45,Prefer not to say,Content that transforms,It is for Everyone,Yes,,Finding community,Connection Seeker,Disagree,Disagree,Agree,Disagree,Agree,"Watch TV,,,,,Watch movies,,,,,,,,,Cook/bake,,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Content Relevance
US,18-25,Male,Content that entertains,It is for Everyone,No,Awareness,,Spirituality Skeekers,Agree,Agree,Disagree,No opinion,Agree,",,,,,,,,,Learn new skills,,,,,,,,,,Other",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,18-25,Female,Content that transforms,Time is a barrier,No,Awareness,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,,,Watch movies,,,,,,Listen to music,,,,Play video games,Spend time with my partner,Spend time with the kids,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Male,Content that entertains,Money is a barrier,Yes,,Entrepreneurship/Leadership,Lone Wolf,Agree,Agree,Disagree,Disagree,Agree,"Watch TV,,,,,,,Exercise,Go for a walk,,,,,,,,,,,",Familiar,Very Familiar,Very Familiar,Familiar,Content Relevance
US,18-25,Female,Content that teaches,Time is a barrier,Yes,,Entrepreneurship/Leadership,Go Getters,Agree,Agree,Agree,Disagree,Agree,",,,,,,Browse social media,,,,,Listen to music,,,,,,,,",Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Female,Content that entertains,It is for Everyone,No,Pricing,,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,,Do arts crafts,,,,Exercise,,Learn new skills,,,,,Cook/bake,,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,18-25,Female,Content that entertains,Money is a barrier,No,Lack of time,,Great Resignation,Agree,Disagree,Disagree,Agree,Agree,",,,,,Watch movies,,,,,,,,Go on a nightout,,,,,,",Not Familiar,Very Familiar,Very Familiar,Familiar,Time Convience
US,36-45,Prefer not to say,"No idea, never thought about it",Money is a barrier,No,Not Interested,,Holistic,No opinion,No opinion,No opinion,No opinion,No opinion,"Watch TV,,,,,,,Exercise,Go for a walk,,,,,,,,,,,",Not Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,18-25,Female,"No idea, never thought about it",It is for Everyone,No,Awareness,,Great Resignation,Agree,Agree,Agree,Agree,No opinion,"Watch TV,,,Do arts crafts,,Watch movies,,Exercise,Go for a walk,,Meditate practice mindfulness,Listen to music,,Go on a nightout,,,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Not Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,18-25,Female,Content that entertains,Time is a barrier,No,Awareness,,Holistic,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,Do arts crafts,Socialise meet friends,Watch movies,,Exercise,Go for a walk,,Meditate practice mindfulness,Listen to music,,,Cook/bake,Play video games,,,,",Familiar,Very Familiar,Familiar,Not Familiar,Credibility
US,18-25,Female,Content that transforms,It is for Everyone,Yes,,Entrepreneurship/Leadership,Great Resignation,Agree,Agree,Agree,Disagree,Agree,",,,Do arts crafts,,Watch movies,,,Go for a walk,,,Listen to music,,Go on a nightout,Cook/bake,,Spend time with my partner,,Go to a restaurant,",Very Familiar,Very Familiar,Not Familiar,Very Familiar,Time Convience
US,18-25,Female,Content that transforms,Time is a barrier,Yes,,Entrepreneurship/Leadership,Holistic,Agree,Agree,Disagree,Agree,Agree,"Watch TV,,,,,Watch movies,Browse social media,Exercise,Go for a walk,,,Listen to music,,,Cook/bake,,Spend time with my partner,,,",Familiar,Very Familiar,Familiar,Very Familiar,Affordability
US,18-25,Female,"No idea, never thought about it",Money is a barrier,No,Pricing,,Great Resignation,Agree,No opinion,Agree,Agree,Agree,",,,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,,,Learn new skills,,Listen to music,,,Cook/bake,,,Spend time with the kids,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,18-25,Female,Content that teaches,It is for Everyone,No,Pricing,,Great Resignation,No opinion,Agree,Disagree,Agree,Disagree,"Watch TV,Read books,Play sports,Do arts crafts,Socialise meet friends,,Browse social media,,,Learn new skills,,Listen to music,,,,Play video games,,,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Female,Content that entertains,Time is a barrier,No,Awareness,,Great Resignation,Agree,Agree,Agree,Agree,Agree,",,,,,,,,Go for a walk,,,Listen to music,,Go on a nightout,,,,,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,18-25,Male,Content that transforms,Money is a barrier,No,Lack of time,,Kensho,Disagree,No opinion,Agree,Agree,Agree,",,,Do arts crafts,,Watch movies,Browse social media,,Go for a walk,,Meditate practice mindfulness,Listen to music,,Go on a nightout,,Play video games,,,,",Familiar,Familiar,Not Familiar,Familiar,Affordability
US,18-25,Female,Content that transforms,It is for Everyone,Yes,,Mindfullness,Connection Seeker,Agree,Disagree,Disagree,Agree,Agree,"Watch TV,,,Do arts crafts,,Watch movies,Browse social media,,,,,Listen to music,,,,Play video games,,,Go to a restaurant,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Male,Content that transforms,Time is a barrier,Yes,,Mindfullness,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,",,Play sports,,,,,Exercise,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,,,Cook/bake,Play video games,Spend time with my partner,Spend time with the kids,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Prefer not to say,Content that transforms,It is for Everyone,Yes,,Selfawareness,Spirituality Skeekers,Agree,No opinion,Agree,Agree,Agree,",,,,Socialise meet friends,,Browse social media,,,,,Listen to music,,Go on a nightout,,,,,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,18-25,Female,Content that transforms,Money is a barrier,No,Awareness,,Great Resignation,Agree,No opinion,No opinion,Agree,Agree,"Watch TV,Read books,,Do arts crafts,,Watch movies,Browse social media,,,,,Listen to music,,,Cook/bake,,Spend time with my partner,Spend time with the kids,,",Very Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,18-25,Female,Content that teaches,It is for Everyone,Yes,,Selfawareness,Holistic,Agree,Agree,Agree,Agree,Agree,",,,Do arts crafts,,,,,,Learn new skills,,Listen to music,,,,Play video games,,,,",Familiar,Familiar,Very Familiar,Familiar,Affordability
US,36-45,Male,Content that teaches,It is for Everyone,Yes,,Mindfullness,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,",Read books,,,,Watch movies,Browse social media,,,,,,,,,,,,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,18-25,Female,Content that entertains,Money is a barrier,No,Awareness,,Great Resignation,Agree,Agree,Agree,Agree,Disagree,"Watch TV,,,,,Watch movies,Browse social media,,Go for a walk,,,Listen to music,,,,,,,,",Not Familiar,Very Familiar,Not Familiar,Very Familiar,Time Convience
US,18-25,Female,Content that teaches,It is for Everyone,No,Pricing,,Connection Seeker,Agree,Disagree,Agree,Disagree,Disagree,",,,,,,Browse social media,Exercise,,,Meditate practice mindfulness,,,,Cook/bake,,Spend time with my partner,,Go to a restaurant,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Credibility
US,18-25,Female,"No idea, never thought about it",It is for Everyone,No,Pricing,,Holistic,Agree,Disagree,Disagree,Agree,Disagree,"Watch TV,,,,Socialise meet friends,,Browse social media,Exercise,,,,Listen to music,,Go on a nightout,,,Spend time with my partner,,,",Familiar,Familiar,Not Familiar,Not Familiar,Time Convience
US,18-25,Female,Content that entertains,It is for Everyone,Yes,,Crisis healing,Great Resignation,Agree,No opinion,No opinion,Disagree,Agree,",,,Do arts crafts,,,Browse social media,,Go for a walk,,Meditate practice mindfulness,Listen to music,,,,,,,,",Very Familiar,Very Familiar,Familiar,Not Familiar,Time Convience
US,36-45,Female,Content that transforms,Credibility is a barrier,No,Pricing,,Great Resignation,Agree,Disagree,Agree,Agree,Agree,"Watch TV,,,,,Watch movies,,Exercise,Go for a walk,,,,,,Cook/bake,Play video games,Spend time with my partner,,,",Familiar,Very Familiar,Very Familiar,Very Familiar,Content Relevance
US,18-25,Male,Content that entertains,Time is a barrier,Yes,,Holistic,Holistic,Agree,Agree,Agree,Agree,Agree,",,,,,Watch movies,Browse social media,,,,,Listen to music,,,,Play video games,,,,",Very Familiar,Very Familiar,Familiar,Familiar,Credibility
US,46-54,Female,"No idea, never thought about it",It is for Everyone,Yes,,Mindfullness,Great Resignation,Agree,No opinion,Disagree,Disagree,Disagree,"Watch TV,,,,Socialise meet friends,Watch movies,Browse social media,,Go for a walk,Learn new skills,,Listen to music,Go on an excursion,Go on a nightout,,,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Female,Content that transforms,It is for Everyone,No,Lack of time,,Go Getters,Agree,Agree,Disagree,Disagree,Agree,"Watch TV,Read books,,,Socialise meet friends,Watch movies,Browse social media,Exercise,,Learn new skills,,Listen to music,,Go on a nightout,,Play video games,Spend time with my partner,,Go to a restaurant,",Familiar,Familiar,Familiar,Not Familiar,Affordability
US,26-35,Female,Content that entertains,It is for Everyone,No,Pricing,,Great Resignation,Agree,No opinion,Disagree,No opinion,Agree,"Watch TV,,,Do arts crafts,,Watch movies,Browse social media,,,,,,,,,Play video games,,Spend time with the kids,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,Content that teaches,Time is a barrier,No,Awareness,,Great Resignation,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,,,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,,Go for a walk,,,,,,Cook/bake,Play video games,Spend time with my partner,,Go to a restaurant,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,46-54,Female,Content that transforms,It is for Everyone,No,Lack of time,,Great Resignation,Agree,No opinion,Agree,Agree,Agree,"Watch TV,,,Do arts crafts,,Watch movies,,,,,,,,,Cook/bake,,Spend time with my partner,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,55+,Female,Content that teaches,Time is a barrier,No,Lack of time,,Bliss,Agree,Agree,Agree,Disagree,Agree,",,,,,,,Exercise,Go for a walk,,,Listen to music,,,Cook/bake,,Spend time with my partner,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Male,Content that transforms,It is for Everyone,Yes,,Selfawareness,Spirituality Skeekers,Agree,Agree,Agree,No opinion,Agree,",Read books,,,,,,Exercise,Go for a walk,,Meditate practice mindfulness,,,,,,,,,",Very Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,18-25,Female,Content that entertains,Time is a barrier,Yes,,Fitness,Holistic,Agree,No opinion,Agree,Agree,Agree,"Watch TV,,,,,Watch movies,Browse social media,,,,,Listen to music,,,,,Spend time with my partner,,Go to a restaurant,",Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,26-35,Female,Content that teaches,Time is a barrier,No,Pricing,,Go Getters,No opinion,Agree,Agree,Agree,Agree,"Watch TV,,,,,Watch movies,Browse social media,,,,,Listen to music,,,Cook/bake,,,Spend time with the kids,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
